,Text,Label,ID,Offsets
2350,"Prior to 1998, Mr. Machen was president of three other companies in the high technology medical device field where he was instrumental in launching minimally invasive surgical technologies here in the United States.",None,article_00117.pre.xmi:013,[]
8745,"Detailed studies, in the laboratory, in controlled conditions, and in the field, have proven the effectiveness of our products to reduce infections, reduce disease spread, and reduce side-effects.",None,article_00416.pre.xmi:018,[]
9589,Xelix works as a standalone platform and can be up-and running in a matter of days.,None,article_00458.pre.xmi:015,[]
1384,"His extensive experience in carton manufacturing, both in production and management, prior to this having served in numerous positions for a multinational carton manufacturing company both in Production and Management roles.",None,article_00075.pre.xmi:016,[]
13054,"We have created a dynamic and motivating working environment for our team members, enabling them to provide the fastest and most reliable services to all of our customers.",None,article_00632.pre.xmi:011,[]
9036,We couldn't have done it without you.,None,article_00427.pre.xmi:008,[]
5856,VP of Finance,None,article_00276.pre.xmi:022,[]
297,"San Francisco, CA 94108",None,article_00018.pre.xmi:017,[]
8635,"100% premium paid medical, dental and vision plans available for employees and their family",None,article_00410.pre.xmi:016,[]
14956,Ready to start your journey with us?,None,article_00726.pre.xmi:012,[]
13143,"Today, Cogent Partners has built a network of over 120 offshore factories, manufactured award-winning packages, and has grown into a fully integrated sourcing service.",About,article_00636.pre.xmi:007,"[{u'text': 'Cogent Partners', u'endOffset': 22, u'beginOffset': 7, u'label': u'Company'}, {u'text': 'sourcing service', u'endOffset': 166, u'beginOffset': 150, u'label': u'ProductService'}]"
15410,from the University of Denver.,None,article_00746.pre.xmi:023,[]
2077,"Succession Benefit Solutions provides bespoke corporate solutions to employers, together with tailored financial services for their employees.",About,article_00101.pre.xmi:017,"[{u'text': u'Succession Benefit Solutions', u'endOffset': 28, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'corporate solutions', u'endOffset': 65, u'beginOffset': 46, u'label': u'ProductService'}, {u'text': u'financial services', u'endOffset': 121, u'beginOffset': 103, u'label': u'ProductService'}]"
10590,saves your butt,None,article_00507.pre.xmi:014,[]
13557,"Alpha Capital Management Group, LLC's web site is limited to the dissemination of general information pertaining to its advisory services, together with access to additional investment related information, publications, and links.",None,article_00657.pre.xmi:012,[]
2229,Heat & eat.,None,article_00109.pre.xmi:008,[]
2842,This would bring greater efficiencies and significant cost savings to critical research by accelerating panel design and reducing errors that ultimately accelerates research timelines.,None,article_00138.pre.xmi:045,[]
2537,He holds his B.S.,None,article_00124.pre.xmi:061,[]
194,The behaviors of ferromagnetic nano-particles in and around blood vessels under applied magnetic fields,None,article_00013.pre.xmi:001,[]
14087,"This includes: glass, wickerwork and pottery, but also gifts & decorative products.",None,article_00681.pre.xmi:041,[]
7362,Loving,None,article_00347.pre.xmi:025,[]
6636,Tim Sim Real Estate Analyst,None,article_00313.pre.xmi:004,[]
7498,"We use our expertise of the open market to help our clients, regardless of their size, find tailored insurance solutions that are right for them.",About,article_00354.pre.xmi:004,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'help our clients, regardless of their size, find tailored insurance solutions that are right for them', u'endOffset': 144, u'beginOffset': 43, u'label': u'Purpose'}]"
12301,"John has proven leadership skills and has much experience in all aspects of management and operations, including full profit & loss responsibilities, effective human resources management in difficult situations, leadership of key customer relationships, and responsibility for business development.",None,article_00591.pre.xmi:024,[]
4042,"Bob Spaner, President",None,article_00202.pre.xmi:010,[]
6553,He currently has six patents and over a dozen peer-reviewed articles covering cell therapy-related topics.,None,article_00308.pre.xmi:027,[]
14898,"Following John's tenure with Assurance Agency, Benico's offices were relocated, and in December of 1997 the Garvens moved their firm's offices to permanent owned facilities at 11715 E. Main Street in Huntley.",None,article_00724.pre.xmi:007,[]
5505,"Since 2005 he has been a Non-Executive Director specializing in Private Equity, Infrastructure and Hedge Funds.",None,article_00252.pre.xmi:034,[]
6854,"VP, Business Development",None,article_00319.pre.xmi:031,[]
6761,"One of the longest serving senior people at CuDeco Limited, David Wilson joined the company in 2006 during the initial exploration phase of the Rocklands Project.",None,article_00315.pre.xmi:043,[]
5300,About Segen Ltd,None,article_00249.pre.xmi:001,[]
13390,Diversified Gas & Oil Plc (DGO) owns and operates gas and oil producing wells in the Appalachian Basin in the United States.,About,article_00649.pre.xmi:004,"[{u'text': 'Diversified Gas & Oil Plc (DGO)', u'endOffset': 31, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'gas and oil producing wells', u'endOffset': 77, u'beginOffset': 50, u'label': u'ProductService'}, {u'text': 'Appalachian Basin in the United States', u'endOffset': 123, u'beginOffset': 85, u'label': u'MarketLocation'}]"
320,What is my nutrient status?,None,article_00020.pre.xmi:008,[]
7135,Try it for free today!,None,article_00334.pre.xmi:032,[]
1371,With over 4 decades of expertise we are pioneers in quality print and packaging.,About,article_00075.pre.xmi:003,"[{u'text': 'we', u'endOffset': 35, u'beginOffset': 33, u'label': u'Company'}, {u'text': 'print and packaging', u'endOffset': 79, u'beginOffset': 60, u'label': u'ProductService'}]"
16511,He also served as Executive Director of the Central Texas Angel Network.,None,article_00794.pre.xmi:026,[]
2654,The $220 million South Street Landing project represents a major transformation of the Jewelry District that will spur further economic growth and advance academic excellence in our capital city and across Rhode Island.,None,article_00129.pre.xmi:003,[]
9099,Searching for Big Data Solutions?,None,article_00430.pre.xmi:028,[]
14058,"A simple, fast, money-saving buying experience.",None,article_00681.pre.xmi:012,[]
3398,This extensive knowledge base enables us to provide our customers with the needed information and foresight to make critical purchasing decisions.,None,article_00167.pre.xmi:029,[]
10243,"Another member of the Med A/Rx family is our data analytics company, Medspan Technologies.",About,article_00491.pre.xmi:011,"[{u'text': 'data analytics', u'endOffset': 59, u'beginOffset': 45, u'label': u'ProductService'}]"
8532,"He was born and raised, as well as attended Medical School in Vermont at UVM.",None,article_00402.pre.xmi:010,[]
10838,"Gudelsky Group has been servicing the Northern Virginia, Maryland and D.C Markets since 1913.",About,article_00519.pre.xmi:003,"[{u'text': 'Gudelsky Group', u'endOffset': 14, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'Northern Virginia, Maryland and D.C Markets', u'endOffset': 81, u'beginOffset': 38, u'label': u'MarketLocation'}]"
15655,"These solutions ensure superior application performance, rapid implementations across diverse environments, and unmatched returns on compliance investments.",None,article_00756.pre.xmi:003,[]
12159,"This strong relationship based culture enables Netrepid to provide quality advice, support, and direction to our clients as they match technology to their business.",None,article_00585.pre.xmi:007,[]
14261,You will receive a proposal based on the outcome of the consultation stage.,None,article_00691.pre.xmi:011,[]
926,Social responsibility policy,None,article_00049.pre.xmi:017,[]
244,The app,None,article_00015.pre.xmi:012,[]
7469,"Danny is an experienced teacher and has taught elementary, junior high, high school and both undergraduate and graduate courses.",None,article_00353.pre.xmi:011,[]
8207,"Our world-class scientific team, enabled by our proprietary technology has made rapid progress.",None,article_00385.pre.xmi:022,[]
143,"quality add-on services, including design assistance, printing, decorating, and assembly.",About,article_00007.pre.xmi:046,"[{u'text': 'quality add-on services', u'endOffset': 23, u'beginOffset': 0, u'label': u'ValueProposition'}]"
5983,Ryan Fortin,None,article_00280.pre.xmi:039,[]
8151,We make municipal bonds accessible and transparent.,About,article_00383.pre.xmi:003,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'municipal bonds accessible and transparent', u'endOffset': 50, u'beginOffset': 8, u'label': u'ValueProposition'}]"
2363,"Mr. Muller has senior level experience as a corporate strategist providing market analysis, preparing tactical agendas and formal planning for political organizations, companies and non-profits for 25 years.",None,article_00117.pre.xmi:026,[]
13726,Eliud loves riding his motorcycle everywhere around town.,None,article_00665.pre.xmi:044,[]
129,Our primary injection molding operation is in,None,article_00007.pre.xmi:032,[]
1161,Shift to a Health Transformer Mindset,None,article_00060.pre.xmi:001,[]
12974,Our culture focuses on helping us achieve excellence.,None,article_00628.pre.xmi:020,[]
4282,Paul DeWeese,None,article_00210.pre.xmi:036,[]
5953,CTO,None,article_00280.pre.xmi:009,[]
287,"All of our vascular technologists have earned four year Bachelor of Science degrees, many in Vascular Technology.",None,article_00018.pre.xmi:007,[]
9822,"From our microprocessor technology to our cloud-based management software, we offer the complete solution for sophisticated electronics management.",About,article_00475.pre.xmi:006,"[{u'text': 'microprocessor technology to our cloud-based management software', u'endOffset': 73, u'beginOffset': 9, u'label': u'ProductService'}, {u'text': 'offer the complete solution for sophisticated electronics management', u'endOffset': 146, u'beginOffset': 78, u'label': u'ProductService'}]"
10594,26 million,None,article_00507.pre.xmi:018,[]
5308,"Our unique and intelligent ""Quick Quote"" software compares thousands of products and allows you to design a complete system in minutes, with perfectly matched components.",None,article_00249.pre.xmi:009,[]
